"GEOID","NAME","variable","estimate","moe"
"13167","Johnson County, Georgia","B01003_001",9190,NA
"13169","Jones County, Georgia","B01003_001",28673,NA
"13171","Lamar County, Georgia","B01003_001",19571,NA
"13173","Lanier County, Georgia","B01003_001",10221,NA
"13175","Laurens County, Georgia","B01003_001",49798,NA
"13177","Lee County, Georgia","B01003_001",33626,NA
"13179","Liberty County, Georgia","B01003_001",67397,NA
"13181","Lincoln County, Georgia","B01003_001",7854,NA
"13183","Long County, Georgia","B01003_001",18374,NA
"13185","Lowndes County, Georgia","B01003_001",119965,NA
"13187","Lumpkin County, Georgia","B01003_001",34505,NA
"13189","McDuffie County, Georgia","B01003_001",21718,NA
"13191","McIntosh County, Georgia","B01003_001",11312,NA
"13193","Macon County, Georgia","B01003_001",11864,NA
"13195","Madison County, Georgia","B01003_001",31528,NA
"13197","Marion County, Georgia","B01003_001",7509,NA
"13199","Meriwether County, Georgia","B01003_001",20929,NA
"13201","Miller County, Georgia","B01003_001",5850,NA
"13205","Mitchell County, Georgia","B01003_001",21058,NA
"13207","Monroe County, Georgia","B01003_001",29664,NA
"13209","Montgomery County, Georgia","B01003_001",8640,NA
"13211","Morgan County, Georgia","B01003_001",21078,NA
"13213","Murray County, Georgia","B01003_001",40562,NA
"13215","Muscogee County, Georgia","B01003_001",203711,NA
"13217","Newton County, Georgia","B01003_001",118152,NA
"13219","Oconee County, Georgia","B01003_001",43551,NA
"13221","Oglethorpe County, Georgia","B01003_001",15509,NA
"13223","Paulding County, Georgia","B01003_001",178909,NA
"13225","Peach County, Georgia","B01003_001",28560,NA
"13227","Pickens County, Georgia","B01003_001",34951,NA
"13229","Pierce County, Georgia","B01003_001",20202,NA
"13231","Pike County, Georgia","B01003_001",19903,NA
"13233","Polk County, Georgia","B01003_001",43785,NA
"13235","Pulaski County, Georgia","B01003_001",9939,NA
"13237","Putnam County, Georgia","B01003_001",22855,NA
"13239","Quitman County, Georgia","B01003_001",2264,NA
"13241","Rabun County, Georgia","B01003_001",17312,NA
